user_id,variant,timestamp
2005213,treatment,2025-02-03T15:16:33Z
2001222,control,2025-02-04T02:11:13Z
2001035,control,2025-02-03T07:29:30Z
2003137,control,2025-02-04T07:31:44Z
2002958,control,2025-02-03T19:16:13Z
2002522,control,2025-02-04T01:04:50Z
2006318,treatment,2025-02-04T21:58:22Z
2006636,treatment,2025-02-03T10:54:28Z
2006401,treatment,2025-02-04T13:11:40Z
2003416,control,2025-02-04T15:26:10Z
2008695,treatment,2025-02-03T14:22:21Z
2004431,control,2025-02-04T04:48:54Z
2002979,control,2025-02-04T09:06:39Z
2008996,treatment,2025-02-04T18:55:11Z
2001312,control,2025-02-03T08:44:54Z
2003777,control,2025-02-03T20:27:45Z
2006320,treatment,2025-02-03T07:35:40Z
2005915,treatment,2025-02-03T22:57:46Z
2007155,treatment,2025-02-03T13:55:16Z
2005581,treatment,2025-02-04T22:48:36Z
2006625,treatment,2025-02-04T01:42:59Z
2004055,control,2025-02-03T07:37:25Z
2004784,control,2025-02-04T02:04:27Z
2000448,control,2025-02-03T21:46:51Z
2005699,treatment,2025-02-03T01:45:57Z
2004518,control,2025-02-03T23:52:45Z
2005708,treatment,2025-02-03T05:35:53Z
2007670,treatment,2025-02-04T04:28:57Z
2000767,control,2025-02-03T18:17:16Z
2007259,treatment,2025-02-04T21:50:52Z
2007613,treatment,2025-02-03T14:28:05Z
2000094,control,2025-02-03T17:48:24Z
2000369,control,2025-02-03T01:50:07Z
2004989,treatment,2025-02-03T17:33:01Z
2002514,control,2025-02-04T15:51:56Z
2002740,control,2025-02-03T13:33:10Z
2006960,treatment,2025-02-04T04:56:40Z
2005135,treatment,2025-02-03T23:46:22Z
2004054,control,2025-02-04T10:36:33Z
2004506,control,2025-02-04T20:43:22Z
2006746,treatment,2025-02-04T14:02:46Z
2001910,control,2025-02-04T09:01:34Z
2007564,treatment,2025-02-03T11:35:50Z
2009643,treatment,2025-02-04T19:07:34Z
2009611,treatment,2025-02-04T20:47:49Z
2007298,treatment,2025-02-03T13:06:25Z
2008943,treatment,2025-02-03T00:26:18Z
2005413,treatment,2025-02-03T04:47:12Z
2007450,treatment,2025-02-04T05:46:19Z
2002881,control,2025-02-03T14:43:42Z
2006449,treatment,2025-02-04T18:55:40Z
2008253,treatment,2025-02-04T05:34:01Z
2002894,control,2025-02-04T10:45:35Z
2001459,control,2025-02-03T16:07:13Z
2007186,treatment,2025-02-03T23:31:53Z
2003541,control,2025-02-03T23:28:14Z
2001345,control,2025-02-03T02:24:15Z
2000944,control,2025-02-04T17:16:42Z
2005158,treatment,2025-02-03T01:16:18Z
2007102,treatment,2025-02-04T05:38:28Z
2007506,treatment,2025-02-03T01:47:09Z
2007364,treatment,2025-02-03T12:11:34Z
2009041,treatment,2025-02-03T13:11:47Z
2002286,control,2025-02-03T15:59:19Z
2007091,treatment,2025-02-03T13:59:41Z
2005144,treatment,2025-02-03T10:01:16Z
2005796,treatment,2025-02-04T06:14:09Z
2000771,control,2025-02-03T09:22:32Z
2004698,control,2025-02-03T03:03:33Z
2006361,treatment,2025-02-03T06:56:18Z
2000560,control,2025-02-03T02:11:52Z
2000266,control,2025-02-03T00:36:06Z
2008946,treatment,2025-02-04T18:10:34Z
2001744,control,2025-02-04T15:06:41Z
2005905,treatment,2025-02-04T05:24:24Z
2003085,control,2025-02-03T10:45:46Z
2009125,treatment,2025-02-04T16:54:17Z
2003122,control,2025-02-04T11:50:36Z
2002202,control,2025-02-03T06:05:18Z
2006338,treatment,2025-02-04T03:45:31Z
2002567,control,2025-02-03T14:20:21Z
2007653,treatment,2025-02-03T21:53:55Z
2006571,treatment,2025-02-04T03:53:32Z
2005991,treatment,2025-02-04T00:59:37Z
2006065,treatment,2025-02-03T20:57:27Z
2005727,treatment,2025-02-04T05:17:36Z
2004101,control,2025-02-03T04:15:59Z
2009688,treatment,2025-02-04T23:08:58Z
2002969,control,2025-02-04T09:30:41Z
2007467,treatment,2025-02-04T22:18:03Z
2005477,treatment,2025-02-04T13:37:58Z
2006088,treatment,2025-02-04T14:47:33Z
2005726,treatment,2025-02-04T18:29:00Z
2000069,control,2025-02-04T11:51:59Z
2004867,treatment,2025-02-03T14:42:44Z
2000270,control,2025-02-04T14:09:11Z
2002100,control,2025-02-03T08:22:28Z
2007113,treatment,2025-02-03T10:10:19Z
2005830,treatment,2025-02-04T12:47:18Z
2003353,control,2025-02-03T13:49:56Z
2006683,treatment,2025-02-03T19:31:02Z
2002109,control,2025-02-03T10:11:43Z
2001102,control,2025-02-03T18:13:10Z
2001248,control,2025-02-04T04:16:42Z
2001828,control,2025-02-04T23:53:38Z
2003057,control,2025-02-04T14:16:22Z
2003899,control,2025-02-03T18:19:08Z
2001007,control,2025-02-03T13:21:12Z
2009192,treatment,2025-02-04T18:49:40Z
2000861,control,2025-02-03T09:09:07Z
2001016,control,2025-02-04T21:18:54Z
2001863,control,2025-02-04T19:14:25Z
2005848,treatment,2025-02-03T05:50:25Z
2005661,treatment,2025-02-03T13:59:32Z
2005137,treatment,2025-02-04T17:18:33Z
2002937,control,2025-02-04T06:21:04Z
2001203,control,2025-02-03T06:08:29Z
2005432,treatment,2025-02-03T11:59:24Z
2003231,control,2025-02-03T00:32:20Z
2001608,control,2025-02-04T20:30:16Z
2005770,treatment,2025-02-03T10:40:31Z
2006812,treatment,2025-02-04T18:08:25Z
2003961,control,2025-02-04T18:48:35Z
2002970,control,2025-02-04T14:28:25Z
2001686,control,2025-02-03T02:22:43Z
2004735,control,2025-02-03T17:48:26Z
2002225,control,2025-02-04T10:52:33Z
2005084,treatment,2025-02-04T08:04:01Z
2001358,control,2025-02-04T04:01:01Z
2003185,control,2025-02-03T09:11:03Z
2004083,control,2025-02-04T21:30:59Z
2004965,treatment,2025-02-04T03:37:42Z
2003514,control,2025-02-03T13:58:45Z
2003066,control,2025-02-03T13:25:22Z
2002769,control,2025-02-04T18:47:09Z
2007638,treatment,2025-02-04T12:22:58Z
2003031,control,2025-02-04T00:06:29Z
2008084,treatment,2025-02-03T13:45:30Z
2000095,control,2025-02-03T04:26:52Z
2005394,treatment,2025-02-04T06:59:45Z
2002480,control,2025-02-04T14:59:36Z
2007851,treatment,2025-02-04T13:25:25Z
2006145,treatment,2025-02-04T21:05:17Z
2001103,control,2025-02-03T03:37:09Z
2003001,control,2025-02-04T20:08:13Z
2003974,control,2025-02-03T21:16:09Z
2004715,control,2025-02-03T07:12:35Z
2009167,treatment,2025-02-03T01:14:43Z
2001365,control,2025-02-03T14:45:09Z
2008529,treatment,2025-02-04T19:45:33Z
2001641,control,2025-02-03T02:01:56Z
2009306,treatment,2025-02-03T13:25:07Z
2006019,treatment,2025-02-03T08:52:32Z
2008433,treatment,2025-02-04T09:48:13Z
2004855,treatment,2025-02-03T09:59:44Z
2008467,treatment,2025-02-03T01:46:13Z
2000665,control,2025-02-04T18:45:47Z
2001080,control,2025-02-04T18:43:34Z
2004410,control,2025-02-03T21:45:52Z
2004840,treatment,2025-02-03T09:48:06Z
2006304,treatment,2025-02-03T21:57:22Z
2000366,control,2025-02-03T09:04:34Z
2005909,treatment,2025-02-04T03:58:09Z
2008181,treatment,2025-02-04T03:56:30Z
2002874,control,2025-02-04T18:07:53Z
2009247,treatment,2025-02-03T16:57:47Z
2002092,control,2025-02-04T19:23:05Z
2003878,control,2025-02-04T06:10:12Z
2005596,treatment,2025-02-04T06:17:35Z
2000230,control,2025-02-03T20:03:01Z
2004227,control,2025-02-04T05:18:47Z
2009646,treatment,2025-02-04T16:53:34Z
2005125,treatment,2025-02-04T23:41:43Z
2008846,treatment,2025-02-04T18:03:59Z
2001905,control,2025-02-04T08:16:30Z
2007195,treatment,2025-02-04T08:06:30Z
2007134,treatment,2025-02-04T12:34:16Z
2009447,treatment,2025-02-03T04:20:06Z
2000125,control,2025-02-03T19:38:52Z
2008994,treatment,2025-02-03T09:05:24Z
2002919,control,2025-02-03T03:39:31Z
2004380,control,2025-02-03T16:43:47Z
2004241,control,2025-02-04T16:51:03Z
2005645,treatment,2025-02-03T08:00:37Z
2004477,control,2025-02-04T15:32:18Z
2008592,treatment,2025-02-04T03:17:12Z
2005906,treatment,2025-02-03T10:14:21Z
2003567,control,2025-02-04T21:24:38Z
2002156,control,2025-02-03T10:16:35Z
2002707,control,2025-02-03T22:21:30Z
2000163,control,2025-02-03T22:27:54Z
2009310,treatment,2025-02-03T03:31:05Z
2007978,treatment,2025-02-04T06:48:45Z
2005129,treatment,2025-02-03T08:05:47Z
2004740,control,2025-02-03T15:11:05Z
2002472,control,2025-02-03T20:04:17Z
2004596,control,2025-02-04T15:52:10Z
2004278,control,2025-02-03T23:47:47Z
2003177,control,2025-02-03T03:29:26Z
2004209,control,2025-02-03T09:09:51Z
2004458,control,2025-02-04T07:25:55Z
2002045,control,2025-02-03T06:35:15Z
2003428,control,2025-02-04T14:53:15Z
2002546,control,2025-02-04T14:58:26Z
2008439,treatment,2025-02-04T02:48:54Z
2005836,treatment,2025-02-04T07:17:44Z
2006015,treatment,2025-02-03T10:36:48Z
2004729,control,2025-02-03T19:32:03Z
2003167,control,2025-02-03T13:06:53Z
2003423,control,2025-02-03T09:56:53Z
2002506,control,2025-02-03T01:30:53Z
2002933,control,2025-02-03T22:44:38Z
2003247,control,2025-02-03T15:22:15Z
2009547,treatment,2025-02-03T13:34:43Z
2005550,treatment,2025-02-04T23:22:38Z
2001760,control,2025-02-04T07:43:51Z
2001763,control,2025-02-04T03:48:37Z
2003989,control,2025-02-03T17:31:17Z
2006631,treatment,2025-02-04T05:40:00Z
2000550,control,2025-02-04T22:06:19Z
2005145,treatment,2025-02-03T03:06:55Z
2006348,treatment,2025-02-04T20:52:29Z
2007345,treatment,2025-02-04T12:53:22Z
2007340,treatment,2025-02-03T01:31:28Z
2006814,treatment,2025-02-03T11:34:40Z
2007315,treatment,2025-02-03T14:36:23Z
2004860,treatment,2025-02-04T09:25:52Z
2007243,treatment,2025-02-04T17:12:35Z
2007404,treatment,2025-02-03T05:44:12Z
2001310,control,2025-02-04T20:01:14Z
2008716,treatment,2025-02-04T12:22:55Z
2003190,control,2025-02-03T12:25:08Z
2002432,control,2025-02-04T13:04:55Z
2008228,treatment,2025-02-03T17:11:20Z
2004775,control,2025-02-03T18:40:05Z
2008004,treatment,2025-02-04T08:56:59Z
2004491,control,2025-02-03T20:55:30Z
2003411,control,2025-02-04T09:15:01Z
2003356,control,2025-02-03T17:35:42Z
2008840,treatment,2025-02-03T07:23:32Z
2005354,treatment,2025-02-03T22:23:01Z
2003078,control,2025-02-04T22:53:12Z
2006123,treatment,2025-02-03T10:02:05Z
2007993,treatment,2025-02-03T23:40:35Z
2003161,control,2025-02-04T03:45:15Z
2004249,control,2025-02-04T15:37:55Z
2009226,treatment,2025-02-03T09:48:47Z
2004783,control,2025-02-03T05:06:43Z
2006663,treatment,2025-02-04T08:58:12Z
2008214,treatment,2025-02-03T20:47:47Z
2000769,control,2025-02-03T15:05:22Z
2002578,control,2025-02-04T23:34:15Z
2004492,control,2025-02-04T08:46:14Z
2001857,control,2025-02-03T02:55:07Z
2003595,control,2025-02-04T19:52:24Z
2006983,treatment,2025-02-03T16:07:15Z
2006033,treatment,2025-02-04T06:48:41Z
2007284,treatment,2025-02-04T03:36:48Z
2002256,control,2025-02-03T05:22:49Z
2005985,treatment,2025-02-04T13:13:47Z
2006325,treatment,2025-02-04T11:23:26Z
2000880,control,2025-02-03T20:42:59Z
2007616,treatment,2025-02-04T11:44:41Z
2005152,treatment,2025-02-03T16:58:45Z
2008785,treatment,2025-02-03T08:20:08Z
2007725,treatment,2025-02-04T07:04:55Z
2008518,treatment,2025-02-03T11:53:08Z
2008744,treatment,2025-02-03T22:54:34Z
2008131,treatment,2025-02-04T03:26:57Z
2003519,control,2025-02-04T19:27:42Z
2006977,treatment,2025-02-04T23:41:55Z
2005366,treatment,2025-02-03T00:28:46Z
2006222,treatment,2025-02-04T21:47:25Z
2000610,control,2025-02-04T02:30:55Z
2007615,treatment,2025-02-04T00:26:34Z
2005427,treatment,2025-02-03T11:49:11Z
2002490,control,2025-02-04T01:18:07Z
2008865,treatment,2025-02-03T01:33:52Z
2004086,control,2025-02-03T00:49:44Z
2005329,treatment,2025-02-04T16:50:57Z
2003091,control,2025-02-04T19:52:25Z
2007354,treatment,2025-02-03T02:23:49Z
2005983,treatment,2025-02-03T09:03:54Z
2004813,treatment,2025-02-03T05:38:26Z
2001655,control,2025-02-04T18:54:55Z
2003468,control,2025-02-04T02:01:27Z
2000798,control,2025-02-03T16:38:41Z
2004897,treatment,2025-02-03T22:20:03Z
2004569,control,2025-02-04T22:21:42Z
2008639,treatment,2025-02-04T00:38:22Z
2003835,control,2025-02-04T09:52:30Z
2003730,control,2025-02-03T14:39:56Z
2001409,control,2025-02-03T08:53:28Z
2002915,control,2025-02-03T09:05:07Z
2004009,control,2025-02-04T18:54:50Z
2003499,control,2025-02-03T13:05:35Z
2000025,control,2025-02-03T22:30:49Z
2000330,control,2025-02-04T00:08:34Z
2009270,treatment,2025-02-04T12:52:26Z
2001325,control,2025-02-03T12:31:16Z
2008310,treatment,2025-02-04T04:26:17Z
2004875,treatment,2025-02-04T19:52:15Z
2008166,treatment,2025-02-04T23:22:04Z
2005670,treatment,2025-02-04T16:45:05Z
2006466,treatment,2025-02-04T17:32:42Z
2001576,control,2025-02-03T22:02:05Z
2002093,control,2025-02-03T08:33:04Z
2006058,treatment,2025-02-03T14:15:27Z
2002137,control,2025-02-04T04:01:12Z
2002405,control,2025-02-04T12:47:24Z
2000341,control,2025-02-04T03:29:53Z
2004260,control,2025-02-03T09:58:25Z
2000018,control,2025-02-03T07:18:33Z
2009030,treatment,2025-02-04T11:11:04Z
2007916,treatment,2025-02-03T02:03:08Z
2009586,treatment,2025-02-03T14:12:52Z
2009520,treatment,2025-02-03T05:52:12Z
2000446,control,2025-02-03T03:16:11Z
2003164,control,2025-02-03T00:16:27Z
2009260,treatment,2025-02-04T05:50:30Z
2007679,treatment,2025-02-04T00:09:20Z
2002204,control,2025-02-04T14:34:19Z
2001274,control,2025-02-04T04:16:02Z
2002411,control,2025-02-03T13:04:53Z
2007943,treatment,2025-02-04T10:38:56Z
2004901,treatment,2025-02-04T05:58:51Z
2000581,control,2025-02-04T06:47:36Z
2001725,control,2025-02-03T02:21:45Z
2001854,control,2025-02-03T13:46:10Z
2001435,control,2025-02-03T05:55:40Z
2006507,treatment,2025-02-03T07:48:05Z
2000899,control,2025-02-03T21:25:23Z
2008583,treatment,2025-02-03T18:34:43Z
2006484,treatment,2025-02-03T02:05:21Z
2004230,control,2025-02-03T11:17:48Z
2008389,treatment,2025-02-03T20:03:06Z
2000074,control,2025-02-03T08:21:30Z
2001430,control,2025-02-03T00:19:09Z
2002051,control,2025-02-04T10:28:40Z
2005788,treatment,2025-02-03T09:47:53Z
2000912,control,2025-02-03T13:03:30Z
2003237,control,2025-02-03T09:31:55Z
2006668,treatment,2025-02-04T13:27:35Z
2001753,control,2025-02-03T09:02:45Z
2007630,treatment,2025-02-03T10:54:52Z
2007636,treatment,2025-02-04T07:14:11Z
2003204,control,2025-02-03T13:06:52Z
2001572,control,2025-02-04T17:58:15Z
2000067,control,2025-02-04T17:28:07Z
2000976,control,2025-02-04T14:03:34Z
2008884,treatment,2025-02-03T08:40:09Z
2003734,control,2025-02-03T10:53:19Z
2000403,control,2025-02-03T00:02:08Z
2001807,control,2025-02-03T09:19:40Z
2006650,treatment,2025-02-04T23:32:05Z
2003556,control,2025-02-03T13:24:05Z
2009536,treatment,2025-02-04T17:59:43Z
2007802,treatment,2025-02-03T11:54:03Z
2009265,treatment,2025-02-03T12:56:35Z
2004527,control,2025-02-03T20:41:16Z
2000216,control,2025-02-04T01:35:04Z
2005309,treatment,2025-02-03T09:03:34Z
2009346,treatment,2025-02-03T04:44:50Z
2007769,treatment,2025-02-04T05:59:22Z
2000818,control,2025-02-04T07:07:11Z
2004107,control,2025-02-04T07:42:23Z
2007719,treatment,2025-02-04T01:47:44Z
2002196,control,2025-02-04T15:55:24Z
2000176,control,2025-02-03T17:43:22Z
2005090,treatment,2025-02-03T15:10:48Z
2009082,treatment,2025-02-03T17:13:06Z
2001199,control,2025-02-04T10:37:33Z
2007233,treatment,2025-02-04T13:45:06Z
2009524,treatment,2025-02-03T19:03:31Z
2005089,treatment,2025-02-04T00:53:01Z
2000722,control,2025-02-03T10:44:39Z
2005108,treatment,2025-02-03T03:34:09Z
2005519,treatment,2025-02-04T19:08:55Z
2009186,treatment,2025-02-04T09:59:29Z
2002371,control,2025-02-04T11:34:23Z
2003997,control,2025-02-04T04:45:16Z
2006535,treatment,2025-02-04T02:08:56Z
2007565,treatment,2025-02-03T13:39:43Z
2006200,treatment,2025-02-04T23:28:20Z
2002724,control,2025-02-03T17:40:50Z
2005281,treatment,2025-02-03T17:53:21Z
2000089,control,2025-02-03T10:23:00Z
2001029,control,2025-02-03T04:19:35Z
2004320,control,2025-02-03T19:54:37Z
2008603,treatment,2025-02-04T17:43:28Z
2008944,treatment,2025-02-04T04:17:21Z
2001135,control,2025-02-03T00:29:09Z
2006049,treatment,2025-02-04T08:03:52Z
2008565,treatment,2025-02-03T05:10:33Z
2009067,treatment,2025-02-04T20:05:38Z
2008421,treatment,2025-02-03T07:00:29Z
2005574,treatment,2025-02-04T16:59:04Z
2004918,treatment,2025-02-03T03:46:02Z
2008095,treatment,2025-02-03T15:52:41Z
2007617,treatment,2025-02-04T11:43:20Z
2004190,control,2025-02-04T01:35:50Z
2006258,treatment,2025-02-04T16:14:05Z
2004396,control,2025-02-03T01:03:24Z
2003542,control,2025-02-04T18:50:01Z
2005435,treatment,2025-02-03T06:16:57Z
2005113,treatment,2025-02-04T02:20:00Z
2007577,treatment,2025-02-03T06:40:34Z
2001943,control,2025-02-04T20:33:38Z
2003949,control,2025-02-04T08:09:54Z
2007290,treatment,2025-02-04T19:39:03Z
2007622,treatment,2025-02-03T13:11:32Z
2001182,control,2025-02-03T02:48:22Z
2004895,treatment,2025-02-04T16:06:30Z
2005873,treatment,2025-02-04T07:00:48Z
2006020,treatment,2025-02-04T07:00:18Z
2007586,treatment,2025-02-03T21:10:19Z
2007106,treatment,2025-02-03T04:31:42Z
2003588,control,2025-02-03T20:35:59Z
2003917,control,2025-02-03T05:00:19Z
2008151,treatment,2025-02-03T22:05:13Z
2004176,control,2025-02-04T15:31:35Z
2004883,treatment,2025-02-04T08:47:11Z
2009670,treatment,2025-02-04T19:01:21Z
2004777,control,2025-02-04T17:14:41Z
2001691,control,2025-02-04T00:48:34Z
2003544,control,2025-02-04T01:12:09Z
2004690,control,2025-02-03T20:00:56Z
2003589,control,2025-02-03T13:11:29Z
2007562,treatment,2025-02-03T18:10:56Z
2008333,treatment,2025-02-04T08:39:31Z
2002243,control,2025-02-04T14:16:16Z
2007433,treatment,2025-02-03T21:20:35Z
2004548,control,2025-02-04T05:32:13Z
2008665,treatment,2025-02-04T17:40:47Z
2002963,control,2025-02-04T16:18:28Z
2005569,treatment,2025-02-03T18:03:01Z
2000630,control,2025-02-03T17:03:12Z
2000130,control,2025-02-04T05:00:18Z
2001996,control,2025-02-03T06:31:50Z
2003760,control,2025-02-04T19:37:59Z
2001527,control,2025-02-03T18:53:28Z
2008046,treatment,2025-02-03T09:10:19Z
2003259,control,2025-02-03T07:56:57Z
2006334,treatment,2025-02-03T15:07:55Z
2007049,treatment,2025-02-04T06:57:19Z
2001569,control,2025-02-04T06:55:30Z
2007750,treatment,2025-02-04T21:47:14Z
2005390,treatment,2025-02-03T05:34:02Z
2007994,treatment,2025-02-03T10:22:14Z
2007156,treatment,2025-02-04T21:41:19Z
2001060,control,2025-02-04T03:00:45Z
2006989,treatment,2025-02-04T01:57:46Z
2009202,treatment,2025-02-04T07:41:01Z
2002850,control,2025-02-03T20:05:21Z
2009471,treatment,2025-02-04T11:55:50Z
2008174,treatment,2025-02-04T07:18:54Z
2000915,control,2025-02-03T04:10:47Z
2006929,treatment,2025-02-04T06:20:22Z
2008601,treatment,2025-02-04T10:41:24Z
2006598,treatment,2025-02-04T04:30:44Z
2004025,control,2025-02-04T04:35:20Z
2003449,control,2025-02-03T17:52:34Z
2002158,control,2025-02-03T22:22:54Z
2002448,control,2025-02-03T16:25:55Z
2002501,control,2025-02-04T09:55:50Z
2006962,treatment,2025-02-03T11:36:26Z
2008113,treatment,2025-02-04T16:53:12Z
2002773,control,2025-02-04T14:07:08Z
2005120,treatment,2025-02-03T06:13:38Z
2007498,treatment,2025-02-04T01:17:53Z
2008484,treatment,2025-02-03T06:52:22Z
2002394,control,2025-02-03T08:15:00Z
2008770,treatment,2025-02-04T02:24:53Z
2000352,control,2025-02-04T07:16:14Z
2006778,treatment,2025-02-03T17:18:09Z
2001095,control,2025-02-04T11:09:06Z
2009342,treatment,2025-02-03T16:07:55Z
2004153,control,2025-02-03T19:36:18Z
2002558,control,2025-02-03T15:44:30Z
2005112,treatment,2025-02-03T19:29:00Z
2001020,control,2025-02-04T12:04:12Z
2002747,control,2025-02-04T09:37:06Z
2004755,control,2025-02-03T07:51:30Z
2008154,treatment,2025-02-03T19:35:05Z
2006799,treatment,2025-02-04T11:07:33Z
2007377,treatment,2025-02-03T13:28:35Z
2000460,control,2025-02-03T00:56:25Z
2007780,treatment,2025-02-03T21:34:58Z
2000733,control,2025-02-03T04:08:07Z
2004824,treatment,2025-02-03T16:11:14Z
2003253,control,2025-02-04T18:43:36Z
2007261,treatment,2025-02-03T19:39:18Z
2006920,treatment,2025-02-03T16:45:33Z
2007792,treatment,2025-02-03T15:48:50Z
2009214,treatment,2025-02-04T03:22:26Z
2008686,treatment,2025-02-04T00:43:01Z
2006841,treatment,2025-02-04T20:51:42Z
2001290,control,2025-02-04T04:02:43Z
2008061,treatment,2025-02-03T07:46:48Z
2005052,treatment,2025-02-03T20:27:31Z
2009320,treatment,2025-02-04T15:18:06Z
2008143,treatment,2025-02-04T03:14:42Z
2008230,treatment,2025-02-04T23:47:27Z
2008606,treatment,2025-02-03T20:13:01Z
2002389,control,2025-02-03T15:57:35Z
2003214,control,2025-02-04T04:20:56Z
2007072,treatment,2025-02-03T01:18:39Z
2003898,control,2025-02-03T16:50:01Z
2007632,treatment,2025-02-04T19:50:54Z
2002801,control,2025-02-04T07:43:15Z
2002146,control,2025-02-04T00:13:36Z
2007336,treatment,2025-02-03T08:48:15Z
2000434,control,2025-02-04T19:18:02Z
2006436,treatment,2025-02-03T06:20:54Z
2008470,treatment,2025-02-03T03:47:49Z
2000873,control,2025-02-03T02:52:00Z
2004459,control,2025-02-04T12:11:22Z
2008617,treatment,2025-02-03T07:56:38Z
2009592,treatment,2025-02-04T03:38:06Z
2001496,control,2025-02-03T03:23:25Z
2009191,treatment,2025-02-04T19:45:34Z
2000680,control,2025-02-04T21:59:06Z
2005537,treatment,2025-02-04T01:25:39Z
2000513,control,2025-02-04T14:05:04Z
2000986,control,2025-02-04T04:06:26Z
2009435,treatment,2025-02-03T18:28:47Z
2006826,treatment,2025-02-03T09:26:21Z
2008451,treatment,2025-02-03T12:54:08Z
2006025,treatment,2025-02-04T03:02:20Z
2006264,treatment,2025-02-03T19:23:26Z
2001546,control,2025-02-04T07:08:39Z
2001010,control,2025-02-03T04:52:39Z
2005117,treatment,2025-02-03T06:11:33Z
2001598,control,2025-02-03T13:12:41Z
2009528,treatment,2025-02-03T15:36:06Z
2005214,treatment,2025-02-04T08:28:17Z
2004543,control,2025-02-04T16:26:23Z
2004067,control,2025-02-03T20:59:45Z
2006084,treatment,2025-02-03T16:42:24Z
2003641,control,2025-02-03T08:59:18Z
2006056,treatment,2025-02-03T07:47:26Z
2008013,treatment,2025-02-03T05:25:40Z
2002346,control,2025-02-04T08:45:57Z
2009594,treatment,2025-02-04T07:45:12Z
2004259,control,2025-02-03T20:49:34Z
2003207,control,2025-02-03T11:14:51Z
2005730,treatment,2025-02-04T05:46:46Z
2000631,control,2025-02-04T11:32:10Z
2006000,treatment,2025-02-04T12:47:49Z
2007925,treatment,2025-02-03T21:40:46Z
2004030,control,2025-02-03T14:25:26Z
2001259,control,2025-02-03T01:54:35Z
2003982,control,2025-02-03T10:29:45Z
2008016,treatment,2025-02-04T06:07:55Z
2006194,treatment,2025-02-03T11:43:25Z
2006864,treatment,2025-02-03T23:41:46Z
2006002,treatment,2025-02-03T18:18:33Z
2002247,control,2025-02-03T15:19:09Z
2005157,treatment,2025-02-03T04:12:57Z
2007555,treatment,2025-02-03T12:23:53Z
2009444,treatment,2025-02-03T17:05:25Z
2000182,control,2025-02-04T23:36:26Z
2002880,control,2025-02-04T14:40:40Z
2000529,control,2025-02-03T05:21:17Z
2000081,control,2025-02-04T16:36:50Z
2006834,treatment,2025-02-04T22:30:02Z
2009219,treatment,2025-02-04T04:04:06Z
2000998,control,2025-02-03T06:22:08Z
2005613,treatment,2025-02-04T02:01:14Z
2001223,control,2025-02-03T19:14:43Z
2002564,control,2025-02-04T03:18:18Z
2007318,treatment,2025-02-03T01:39:36Z
2000921,control,2025-02-04T20:11:08Z
2007522,treatment,2025-02-03T15:43:01Z
2005702,treatment,2025-02-03T05:45:55Z
2007893,treatment,2025-02-03T13:50:57Z
2008192,treatment,2025-02-04T16:04:50Z
2002026,control,2025-02-04T10:45:07Z
2003847,control,2025-02-03T15:57:19Z
2003505,control,2025-02-03T18:11:56Z
2000903,control,2025-02-04T10:18:51Z
2003750,control,2025-02-04T23:31:07Z
2008097,treatment,2025-02-04T21:20:55Z
2005883,treatment,2025-02-04T23:00:01Z
