user_id,variant,timestamp
1001705,control,2025-01-08T23:19:27Z
1007145,treatment,2025-01-08T06:10:19Z
1006789,treatment,2025-01-07T10:59:57Z
1006875,treatment,2025-01-06T07:35:22Z
1003951,control,2025-01-06T11:36:35Z
1004109,control,2025-01-08T05:03:31Z
1003855,control,2025-01-06T21:59:38Z
1005180,treatment,2025-01-06T12:17:51Z
1004022,control,2025-01-07T10:21:15Z
1008654,treatment,2025-01-06T04:52:30Z
1000723,control,2025-01-07T17:24:51Z
1002705,control,2025-01-06T03:10:14Z
1002123,control,2025-01-07T14:07:05Z
1000526,control,2025-01-08T20:22:19Z
1010034,treatment,2025-01-07T06:43:55Z
1007582,treatment,2025-01-08T02:15:06Z
1008918,treatment,2025-01-08T02:17:47Z
1001883,control,2025-01-08T02:39:21Z
1001273,control,2025-01-07T02:50:43Z
1005104,treatment,2025-01-08T01:28:03Z
1009636,treatment,2025-01-06T21:55:52Z
1007837,treatment,2025-01-07T22:20:21Z
1004741,control,2025-01-08T22:18:57Z
1002835,control,2025-01-08T10:31:04Z
1000016,control,2025-01-06T15:52:18Z
1005630,treatment,2025-01-08T06:48:04Z
1005230,treatment,2025-01-06T10:44:36Z
1001077,control,2025-01-08T07:21:55Z
1006174,treatment,2025-01-07T11:48:13Z
1002502,control,2025-01-07T11:14:27Z
1008774,treatment,2025-01-06T10:16:11Z
1005765,treatment,2025-01-08T00:34:30Z
1007371,treatment,2025-01-07T17:16:16Z
1007170,treatment,2025-01-07T14:42:09Z
1000731,control,2025-01-07T22:54:31Z
1007394,treatment,2025-01-06T04:07:36Z
1009436,treatment,2025-01-06T08:56:04Z
1000662,control,2025-01-08T23:33:43Z
1004970,control,2025-01-08T19:03:59Z
1007186,treatment,2025-01-07T21:31:08Z
1002140,control,2025-01-07T05:14:02Z
1000513,control,2025-01-07T03:17:49Z
1008327,treatment,2025-01-08T11:56:57Z
1007165,treatment,2025-01-06T14:38:56Z
1000846,control,2025-01-07T03:21:38Z
1000185,control,2025-01-07T00:25:47Z
1002201,control,2025-01-06T02:07:58Z
1009293,treatment,2025-01-06T09:23:58Z
1004596,control,2025-01-08T23:31:32Z
1006975,treatment,2025-01-07T02:51:16Z
1000441,control,2025-01-08T23:07:41Z
1002029,control,2025-01-06T09:39:16Z
1002445,control,2025-01-08T07:08:46Z
1003639,control,2025-01-08T14:29:54Z
1006401,treatment,2025-01-08T03:31:41Z
1003972,control,2025-01-08T23:28:47Z
1004355,control,2025-01-06T00:35:55Z
1006373,treatment,2025-01-08T19:04:19Z
1001448,control,2025-01-07T08:57:10Z
1005170,treatment,2025-01-07T04:13:46Z
1005497,treatment,2025-01-08T08:13:38Z
1003718,control,2025-01-08T21:02:26Z
1003615,control,2025-01-07T17:05:09Z
1005675,treatment,2025-01-08T18:48:28Z
1005979,treatment,2025-01-06T19:57:34Z
1003505,control,2025-01-06T16:55:11Z
1006395,treatment,2025-01-07T06:30:44Z
1007916,treatment,2025-01-07T02:51:59Z
1007381,treatment,2025-01-07T07:22:51Z
1002103,control,2025-01-06T02:26:07Z
1000147,control,2025-01-08T04:33:18Z
1008199,treatment,2025-01-06T20:22:43Z
1002972,control,2025-01-07T16:43:10Z
1002944,control,2025-01-06T09:49:28Z
1001527,control,2025-01-06T18:44:27Z
1005002,treatment,2025-01-07T13:25:07Z
1004090,control,2025-01-06T14:31:22Z
1001418,control,2025-01-08T22:10:30Z
1009486,treatment,2025-01-06T18:41:51Z
1000989,control,2025-01-06T11:07:32Z
1009013,treatment,2025-01-08T21:23:02Z
1005662,treatment,2025-01-08T00:44:00Z
1006856,treatment,2025-01-06T03:21:38Z
1000442,control,2025-01-07T18:52:21Z
1004142,control,2025-01-06T01:58:09Z
1003856,control,2025-01-07T15:43:13Z
1009310,treatment,2025-01-07T17:42:48Z
1002415,control,2025-01-07T21:45:22Z
1004019,control,2025-01-08T02:09:46Z
1006466,treatment,2025-01-08T11:48:17Z
1006173,treatment,2025-01-06T18:02:58Z
1009849,treatment,2025-01-07T16:37:22Z
1002869,control,2025-01-07T21:24:51Z
1009470,treatment,2025-01-07T20:29:39Z
1006961,treatment,2025-01-06T06:40:58Z
1003241,control,2025-01-06T21:30:46Z
1005249,treatment,2025-01-06T21:10:52Z
1003257,control,2025-01-08T02:58:51Z
1003040,control,2025-01-07T23:39:55Z
1005309,treatment,2025-01-08T04:39:11Z
1003508,control,2025-01-07T08:15:47Z
1007471,treatment,2025-01-07T02:56:46Z
1000357,control,2025-01-06T19:06:48Z
1000688,control,2025-01-06T16:39:58Z
1009814,treatment,2025-01-07T10:06:34Z
1008664,treatment,2025-01-08T09:11:45Z
1009625,treatment,2025-01-07T11:09:29Z
1003660,control,2025-01-08T11:45:31Z
1008023,treatment,2025-01-07T19:24:53Z
1010048,treatment,2025-01-08T09:06:32Z
1007565,treatment,2025-01-07T09:59:03Z
1010036,treatment,2025-01-07T07:31:57Z
1001720,control,2025-01-08T01:32:20Z
1009143,treatment,2025-01-08T01:53:20Z
1008960,treatment,2025-01-06T14:01:14Z
1004778,control,2025-01-06T16:22:29Z
1003924,control,2025-01-07T23:02:24Z
1007219,treatment,2025-01-07T05:44:51Z
1004819,control,2025-01-07T20:03:45Z
1002258,control,2025-01-06T07:42:07Z
1005179,treatment,2025-01-07T09:12:33Z
1004883,control,2025-01-07T13:13:18Z
1000413,control,2025-01-06T16:10:26Z
1002940,control,2025-01-08T19:49:06Z
1000376,control,2025-01-07T23:49:30Z
1002193,control,2025-01-06T03:51:58Z
1009766,treatment,2025-01-07T20:17:42Z
1006872,treatment,2025-01-08T20:12:41Z
1004499,control,2025-01-07T03:17:28Z
1003957,control,2025-01-07T21:19:36Z
1008098,treatment,2025-01-06T06:26:20Z
1004123,control,2025-01-07T05:18:49Z
1004652,control,2025-01-08T04:40:25Z
1000042,control,2025-01-06T16:24:31Z
1005241,treatment,2025-01-07T07:18:01Z
1004166,control,2025-01-08T17:30:53Z
1007628,treatment,2025-01-06T20:26:05Z
1001206,control,2025-01-07T00:26:41Z
1003572,control,2025-01-07T10:46:15Z
1007940,treatment,2025-01-07T21:25:42Z
1002475,control,2025-01-06T10:01:29Z
1003381,control,2025-01-07T21:22:56Z
1004757,control,2025-01-07T01:20:15Z
1004707,control,2025-01-08T01:57:11Z
1006976,treatment,2025-01-07T21:08:35Z
1008049,treatment,2025-01-08T02:20:49Z
1000078,control,2025-01-06T19:04:16Z
1007140,treatment,2025-01-06T08:42:34Z
1008662,treatment,2025-01-06T03:16:19Z
1002659,control,2025-01-08T12:05:09Z
1004734,control,2025-01-07T23:31:38Z
1008178,treatment,2025-01-08T11:36:27Z
1003864,control,2025-01-08T15:48:58Z
1007356,treatment,2025-01-07T03:38:32Z
1002119,control,2025-01-07T11:07:31Z
1001771,control,2025-01-08T02:45:32Z
1009562,treatment,2025-01-06T06:03:10Z
1000683,control,2025-01-06T05:24:16Z
1001048,control,2025-01-08T20:04:11Z
1003736,control,2025-01-06T12:03:08Z
1004882,control,2025-01-06T03:55:38Z
1005057,treatment,2025-01-07T01:27:31Z
1002282,control,2025-01-08T10:47:15Z
1008486,treatment,2025-01-08T11:27:08Z
1008058,treatment,2025-01-08T20:56:36Z
1009708,treatment,2025-01-06T22:01:08Z
1005076,treatment,2025-01-08T20:27:08Z
1009047,treatment,2025-01-06T12:54:05Z
1002943,control,2025-01-06T21:43:37Z
1001561,control,2025-01-07T20:03:37Z
1008429,treatment,2025-01-06T11:53:17Z
1004087,control,2025-01-08T11:03:23Z
1009132,treatment,2025-01-08T16:55:05Z
1000931,control,2025-01-08T05:49:07Z
1007343,treatment,2025-01-06T21:42:21Z
1004972,control,2025-01-06T21:32:57Z
1008105,treatment,2025-01-06T15:52:01Z
1005797,treatment,2025-01-07T14:21:56Z
1001488,control,2025-01-07T01:18:40Z
1007254,treatment,2025-01-06T20:12:52Z
1001280,control,2025-01-06T04:44:44Z
1004436,control,2025-01-08T19:29:39Z
1003830,control,2025-01-06T09:13:53Z
1007171,treatment,2025-01-07T06:30:36Z
1003001,control,2025-01-07T22:52:11Z
1009705,treatment,2025-01-06T20:22:38Z
1007345,treatment,2025-01-06T04:44:12Z
1006963,treatment,2025-01-07T13:32:10Z
1003650,control,2025-01-07T03:54:14Z
1006151,treatment,2025-01-06T04:39:32Z
1009848,treatment,2025-01-07T08:54:35Z
1001531,control,2025-01-08T17:59:11Z
1008571,treatment,2025-01-08T02:28:56Z
1009908,treatment,2025-01-08T16:15:28Z
1002857,control,2025-01-06T02:29:41Z
1001302,control,2025-01-08T11:41:06Z
1004697,control,2025-01-07T02:54:54Z
1002801,control,2025-01-06T19:04:50Z
1003077,control,2025-01-08T15:28:44Z
1005493,treatment,2025-01-08T19:40:24Z
1009817,treatment,2025-01-06T04:00:25Z
1004058,control,2025-01-07T23:28:06Z
1005334,treatment,2025-01-06T20:49:22Z
1009555,treatment,2025-01-08T16:22:30Z
1002547,control,2025-01-06T09:29:51Z
1001529,control,2025-01-08T23:44:17Z
1001239,control,2025-01-06T19:46:35Z
1003415,control,2025-01-06T07:17:34Z
1008005,treatment,2025-01-08T14:31:19Z
1002831,control,2025-01-07T21:22:53Z
1009233,treatment,2025-01-07T05:43:52Z
1005305,treatment,2025-01-06T08:08:52Z
1004655,control,2025-01-07T18:50:58Z
1008556,treatment,2025-01-06T20:50:29Z
1006675,treatment,2025-01-07T16:32:24Z
1004466,control,2025-01-08T02:29:44Z
1002588,control,2025-01-07T22:48:05Z
1000037,control,2025-01-07T20:32:00Z
1001768,control,2025-01-06T21:25:41Z
1009545,treatment,2025-01-06T13:31:57Z
1007522,treatment,2025-01-07T18:02:43Z
1001364,control,2025-01-08T06:56:39Z
1005062,treatment,2025-01-07T21:06:31Z
1006368,treatment,2025-01-08T04:52:57Z
1004811,control,2025-01-08T19:13:52Z
1010022,treatment,2025-01-06T03:59:08Z
1000203,control,2025-01-06T11:58:27Z
1000891,control,2025-01-07T06:33:00Z
1004296,control,2025-01-08T21:31:04Z
1006473,treatment,2025-01-08T04:55:56Z
1003286,control,2025-01-06T21:10:18Z
1000637,control,2025-01-06T01:01:07Z
1007465,treatment,2025-01-06T04:42:25Z
1009329,treatment,2025-01-06T22:34:41Z
1004070,control,2025-01-08T21:26:56Z
1005862,treatment,2025-01-06T09:06:21Z
1005159,treatment,2025-01-08T18:13:03Z
1008295,treatment,2025-01-06T08:51:33Z
1009298,treatment,2025-01-08T16:38:58Z
1004541,control,2025-01-08T19:33:12Z
1001504,control,2025-01-08T08:15:16Z
1006187,treatment,2025-01-06T05:30:33Z
1002151,control,2025-01-07T15:47:40Z
1004767,control,2025-01-06T02:07:17Z
1005735,treatment,2025-01-07T10:32:39Z
1000562,control,2025-01-07T12:25:45Z
1003210,control,2025-01-07T19:16:55Z
1006461,treatment,2025-01-06T22:35:16Z
1007046,treatment,2025-01-06T21:50:05Z
1005590,treatment,2025-01-07T05:53:28Z
1008353,treatment,2025-01-07T06:13:02Z
1003528,control,2025-01-06T16:03:00Z
1008681,treatment,2025-01-08T15:17:56Z
1009811,treatment,2025-01-06T08:42:52Z
1008950,treatment,2025-01-07T16:16:09Z
1008292,treatment,2025-01-06T12:57:19Z
1000507,control,2025-01-07T09:14:32Z
1001419,control,2025-01-06T04:52:22Z
1004553,control,2025-01-08T04:12:44Z
1004359,control,2025-01-06T00:39:27Z
1008126,treatment,2025-01-08T13:38:31Z
1005088,treatment,2025-01-08T18:30:06Z
1006867,treatment,2025-01-08T12:35:41Z
1007099,treatment,2025-01-07T10:15:36Z
1000444,control,2025-01-08T16:10:57Z
1006573,treatment,2025-01-08T15:08:21Z
1001563,control,2025-01-06T22:16:08Z
1004091,control,2025-01-07T23:17:44Z
1009943,treatment,2025-01-06T05:10:53Z
1001036,control,2025-01-06T17:07:51Z
1009409,treatment,2025-01-06T08:48:21Z
1007712,treatment,2025-01-06T00:46:23Z
1001443,control,2025-01-08T02:04:04Z
1006518,treatment,2025-01-08T00:45:27Z
1005491,treatment,2025-01-07T17:22:26Z
1000691,control,2025-01-07T08:41:24Z
1008979,treatment,2025-01-08T08:53:46Z
1009368,treatment,2025-01-06T13:53:59Z
1004885,control,2025-01-08T11:45:08Z
1003751,control,2025-01-08T19:39:43Z
1003530,control,2025-01-07T16:19:51Z
1006628,treatment,2025-01-06T05:50:11Z
1005714,treatment,2025-01-07T17:18:23Z
1006416,treatment,2025-01-08T10:28:55Z
1004935,control,2025-01-08T13:35:22Z
1005955,treatment,2025-01-08T06:22:39Z
1001756,control,2025-01-07T00:38:51Z
1007524,treatment,2025-01-07T20:43:15Z
1009390,treatment,2025-01-06T04:37:37Z
1007153,treatment,2025-01-06T16:49:45Z
1007284,treatment,2025-01-07T08:40:57Z
1005126,treatment,2025-01-06T14:52:24Z
1003116,control,2025-01-07T18:19:52Z
1002866,control,2025-01-06T14:21:39Z
1005915,treatment,2025-01-06T14:00:01Z
1002166,control,2025-01-07T10:14:09Z
1007104,treatment,2025-01-06T01:21:57Z
1007481,treatment,2025-01-06T03:50:04Z
1007511,treatment,2025-01-07T04:30:17Z
1009547,treatment,2025-01-06T11:49:19Z
1006436,treatment,2025-01-08T14:23:02Z
1001151,control,2025-01-07T20:29:03Z
1005380,treatment,2025-01-07T00:50:43Z
1004220,control,2025-01-06T15:09:30Z
1001032,control,2025-01-07T23:35:46Z
1004646,control,2025-01-06T02:57:54Z
1002135,control,2025-01-07T13:54:17Z
1008037,treatment,2025-01-06T04:07:17Z
1007414,treatment,2025-01-07T08:42:35Z
1003439,control,2025-01-08T10:40:38Z
1005035,treatment,2025-01-07T00:19:53Z
1008478,treatment,2025-01-06T21:08:06Z
1007911,treatment,2025-01-08T04:13:29Z
1001835,control,2025-01-08T15:07:31Z
1002775,control,2025-01-06T09:36:46Z
1008135,treatment,2025-01-06T08:21:34Z
1004075,control,2025-01-07T07:20:49Z
1006818,treatment,2025-01-06T09:26:36Z
1005459,treatment,2025-01-06T05:19:40Z
1002696,control,2025-01-07T11:58:18Z
1004815,control,2025-01-08T08:05:44Z
1009914,treatment,2025-01-08T12:58:11Z
1005333,treatment,2025-01-08T09:28:19Z
1009118,treatment,2025-01-08T01:13:27Z
1001318,control,2025-01-06T07:16:55Z
1001606,control,2025-01-07T16:34:49Z
1003236,control,2025-01-07T22:07:22Z
1009209,treatment,2025-01-08T13:42:13Z
1006372,treatment,2025-01-08T20:22:35Z
1005721,treatment,2025-01-07T14:14:26Z
1000405,control,2025-01-06T12:13:04Z
1008942,treatment,2025-01-07T13:32:53Z
1007847,treatment,2025-01-07T14:49:49Z
1009542,treatment,2025-01-08T14:29:08Z
1005453,treatment,2025-01-06T19:53:58Z
1006498,treatment,2025-01-07T02:29:24Z
1005916,treatment,2025-01-06T22:52:42Z
1009819,treatment,2025-01-07T05:07:41Z
1009187,treatment,2025-01-08T14:28:42Z
1004318,control,2025-01-06T22:16:28Z
1005627,treatment,2025-01-07T14:10:27Z
1001129,control,2025-01-06T12:59:23Z
1000041,control,2025-01-06T03:17:57Z
1010053,treatment,2025-01-08T10:30:31Z
1004149,control,2025-01-06T22:43:57Z
1007566,treatment,2025-01-07T12:54:38Z
1007588,treatment,2025-01-06T09:14:27Z
1002603,control,2025-01-06T10:04:03Z
1003012,control,2025-01-08T04:42:10Z
1007027,treatment,2025-01-08T03:12:10Z
1000758,control,2025-01-06T13:30:21Z
1006845,treatment,2025-01-08T11:36:44Z
1005187,treatment,2025-01-06T23:27:45Z
1009971,treatment,2025-01-08T02:38:08Z
1009167,treatment,2025-01-08T11:56:26Z
1001861,control,2025-01-07T13:06:00Z
1009315,treatment,2025-01-06T20:20:14Z
1003206,control,2025-01-08T07:15:54Z
1005240,treatment,2025-01-08T19:55:11Z
1004618,control,2025-01-08T18:05:14Z
1001494,control,2025-01-08T22:33:43Z
1002671,control,2025-01-08T05:24:06Z
1000293,control,2025-01-06T18:51:38Z
1001994,control,2025-01-08T04:40:09Z
1004262,control,2025-01-08T14:27:01Z
1000582,control,2025-01-08T11:48:45Z
1000921,control,2025-01-08T12:21:36Z
1002194,control,2025-01-07T07:28:13Z
1004278,control,2025-01-06T12:03:55Z
1006363,treatment,2025-01-06T06:30:07Z
1001863,control,2025-01-08T00:11:11Z
1009825,treatment,2025-01-08T01:03:18Z
1008906,treatment,2025-01-08T12:17:43Z
1008543,treatment,2025-01-07T03:59:49Z
1003867,control,2025-01-06T01:20:28Z
1009737,treatment,2025-01-08T00:52:56Z
1008816,treatment,2025-01-07T20:19:48Z
1002031,control,2025-01-06T14:38:24Z
1007564,treatment,2025-01-07T23:10:55Z
1001575,control,2025-01-08T15:12:47Z
1003028,control,2025-01-08T03:59:12Z
1009926,treatment,2025-01-06T18:10:46Z
1000955,control,2025-01-08T08:55:44Z
1008010,treatment,2025-01-07T00:38:05Z
1009292,treatment,2025-01-08T05:26:54Z
1003928,control,2025-01-08T17:19:17Z
1006455,treatment,2025-01-07T22:11:40Z
1002640,control,2025-01-06T02:52:03Z
1003975,control,2025-01-08T11:47:10Z
1006064,treatment,2025-01-08T07:46:40Z
1006210,treatment,2025-01-08T02:50:10Z
1010097,treatment,2025-01-08T02:16:50Z
1008362,treatment,2025-01-07T15:28:57Z
1001474,control,2025-01-07T13:23:16Z
1004793,control,2025-01-06T09:44:17Z
1008047,treatment,2025-01-08T14:34:06Z
1002477,control,2025-01-06T14:53:59Z
1006160,treatment,2025-01-08T03:22:17Z
1004680,control,2025-01-08T18:32:16Z
1003828,control,2025-01-07T11:04:39Z
1007061,treatment,2025-01-07T17:15:36Z
1000767,control,2025-01-08T02:16:26Z
1006611,treatment,2025-01-07T18:00:55Z
1009792,treatment,2025-01-08T00:33:27Z
1007433,treatment,2025-01-06T08:17:37Z
1006631,treatment,2025-01-07T08:41:31Z
1005469,treatment,2025-01-07T19:56:30Z
1001947,control,2025-01-07T03:32:18Z
1000658,control,2025-01-06T03:51:35Z
1003526,control,2025-01-07T02:09:38Z
1005880,treatment,2025-01-08T05:10:17Z
1003355,control,2025-01-08T18:06:38Z
1003263,control,2025-01-08T08:30:45Z
1010091,treatment,2025-01-08T05:25:02Z
1007028,treatment,2025-01-06T09:18:56Z
1003854,control,2025-01-07T01:49:45Z
1001230,control,2025-01-07T16:38:36Z
1000123,control,2025-01-07T14:11:07Z
1001716,control,2025-01-08T22:33:09Z
1004165,control,2025-01-08T01:11:01Z
1008507,treatment,2025-01-07T23:16:39Z
1007146,treatment,2025-01-07T03:43:24Z
1003411,control,2025-01-06T10:44:18Z
1000159,control,2025-01-06T15:51:20Z
1005642,treatment,2025-01-08T00:15:00Z
1000394,control,2025-01-06T00:01:45Z
1009829,treatment,2025-01-07T21:48:22Z
1002252,control,2025-01-06T05:32:18Z
1009125,treatment,2025-01-08T03:16:43Z
1006415,treatment,2025-01-07T02:07:32Z
1006469,treatment,2025-01-08T01:22:27Z
1009208,treatment,2025-01-08T18:36:35Z
1005106,treatment,2025-01-06T06:16:10Z
1007109,treatment,2025-01-07T07:59:04Z
1010008,treatment,2025-01-07T20:05:42Z
1004401,control,2025-01-07T11:32:15Z
1000640,control,2025-01-08T22:08:57Z
1002860,control,2025-01-06T21:14:51Z
1009949,treatment,2025-01-08T11:55:58Z
1002354,control,2025-01-07T07:32:52Z
1001087,control,2025-01-07T23:53:15Z
1004795,control,2025-01-08T22:15:21Z
1007922,treatment,2025-01-08T18:21:19Z
1002491,control,2025-01-08T08:34:11Z
1009543,treatment,2025-01-07T12:58:09Z
1001389,control,2025-01-08T02:47:54Z
1009258,treatment,2025-01-06T17:24:42Z
1009865,treatment,2025-01-07T01:06:57Z
1004784,control,2025-01-07T15:02:26Z
1003023,control,2025-01-06T11:18:41Z
1002823,control,2025-01-08T09:52:50Z
1008831,treatment,2025-01-06T07:28:56Z
1001933,control,2025-01-07T00:48:21Z
1001818,control,2025-01-08T17:22:17Z
1001456,control,2025-01-07T15:05:53Z
1002220,control,2025-01-06T07:40:17Z
1001820,control,2025-01-07T17:20:15Z
1001995,control,2025-01-06T22:57:39Z
1004089,control,2025-01-07T07:36:21Z
1005890,treatment,2025-01-07T16:41:48Z
1007550,treatment,2025-01-06T19:45:41Z
1010017,treatment,2025-01-07T07:04:08Z
1004304,control,2025-01-06T05:45:52Z
1000775,control,2025-01-06T06:42:39Z
1007347,treatment,2025-01-07T16:15:59Z
1009400,treatment,2025-01-06T02:09:20Z
1008734,treatment,2025-01-06T19:21:11Z
1007249,treatment,2025-01-06T21:49:43Z
1000932,control,2025-01-06T12:38:45Z
1007128,treatment,2025-01-07T05:19:26Z
1009651,treatment,2025-01-07T18:53:36Z
1006941,treatment,2025-01-08T18:16:20Z
1002443,control,2025-01-07T08:55:37Z
1001120,control,2025-01-08T12:51:04Z
1008638,treatment,2025-01-08T04:13:30Z
1008613,treatment,2025-01-06T00:59:01Z
1003447,control,2025-01-07T22:43:01Z
1008340,treatment,2025-01-06T18:18:03Z
1005181,treatment,2025-01-08T07:17:30Z
1001346,control,2025-01-08T20:11:36Z
1006351,treatment,2025-01-08T13:22:53Z
1008287,treatment,2025-01-08T06:12:54Z
1003814,control,2025-01-08T12:06:06Z
1003601,control,2025-01-06T14:27:50Z
1001072,control,2025-01-07T19:35:26Z
1002912,control,2025-01-07T16:34:46Z
1002919,control,2025-01-07T11:18:41Z
1009964,treatment,2025-01-06T16:36:04Z
1003657,control,2025-01-07T20:40:49Z
1008549,treatment,2025-01-08T07:15:06Z
1001026,control,2025-01-06T00:12:14Z
1004377,control,2025-01-08T10:08:43Z
1005311,treatment,2025-01-08T22:49:26Z
1002683,control,2025-01-08T08:14:27Z
1000320,control,2025-01-08T14:15:05Z
1008707,treatment,2025-01-06T05:59:37Z
1002616,control,2025-01-08T05:50:41Z
1003396,control,2025-01-06T18:56:08Z
1000914,control,2025-01-07T19:42:31Z
1001249,control,2025-01-07T20:16:50Z
1006509,treatment,2025-01-08T14:03:33Z
1002439,control,2025-01-06T21:01:49Z
1008880,treatment,2025-01-07T16:12:10Z
1008544,treatment,2025-01-06T07:54:02Z
1002647,control,2025-01-08T02:31:49Z
1006920,treatment,2025-01-06T11:49:52Z
1005441,treatment,2025-01-06T09:21:11Z
1001893,control,2025-01-07T19:36:47Z
1006387,treatment,2025-01-08T21:50:04Z
1002190,control,2025-01-08T04:08:23Z
1003792,control,2025-01-08T00:45:53Z
1006927,treatment,2025-01-07T21:28:32Z
1000021,control,2025-01-08T02:15:57Z
1009064,treatment,2025-01-08T12:49:41Z
1009324,treatment,2025-01-06T05:17:50Z
1003635,control,2025-01-08T06:15:31Z
1000295,control,2025-01-07T15:43:15Z
1004139,control,2025-01-07T09:02:13Z
1004113,control,2025-01-08T11:44:35Z
1000128,control,2025-01-08T15:16:04Z
1003202,control,2025-01-06T19:22:26Z
1008477,treatment,2025-01-06T21:32:26Z
1003695,control,2025-01-06T15:50:14Z
1009382,treatment,2025-01-08T05:47:22Z
1006343,treatment,2025-01-07T22:34:42Z
1006759,treatment,2025-01-07T22:46:52Z
1007119,treatment,2025-01-06T22:51:05Z
1005158,treatment,2025-01-08T10:31:30Z
1005731,treatment,2025-01-06T09:33:18Z
1001408,control,2025-01-06T01:11:00Z
1004732,control,2025-01-06T19:32:03Z
1003800,control,2025-01-06T08:52:22Z
1004606,control,2025-01-07T16:03:18Z
1001535,control,2025-01-07T08:32:49Z
1003436,control,2025-01-07T20:46:12Z
1002073,control,2025-01-07T02:41:26Z
1007508,treatment,2025-01-06T15:48:21Z
1009077,treatment,2025-01-06T00:34:18Z
1000869,control,2025-01-07T14:14:38Z
1009820,treatment,2025-01-08T22:45:14Z
1005227,treatment,2025-01-07T21:48:05Z
1004001,control,2025-01-07T10:43:16Z
1007025,treatment,2025-01-06T10:23:34Z
1000801,control,2025-01-06T21:29:45Z
1008964,treatment,2025-01-08T12:57:21Z
1006273,treatment,2025-01-07T11:46:49Z
1003562,control,2025-01-08T07:35:40Z
1000150,control,2025-01-08T23:39:02Z
1004083,control,2025-01-07T13:30:44Z
1005732,treatment,2025-01-06T21:17:48Z
1001601,control,2025-01-06T11:06:07Z
1006073,treatment,2025-01-06T04:46:11Z
1001543,control,2025-01-06T04:40:32Z
1007832,treatment,2025-01-07T19:03:41Z
1000769,control,2025-01-08T22:03:59Z
1003956,control,2025-01-06T11:36:04Z
1005863,treatment,2025-01-06T18:44:57Z
1007205,treatment,2025-01-08T06:11:38Z
1001363,control,2025-01-06T20:31:28Z
1006077,treatment,2025-01-08T18:14:49Z
1005344,treatment,2025-01-08T23:18:22Z
1002697,control,2025-01-07T16:48:56Z
1008285,treatment,2025-01-08T08:53:05Z
1001775,control,2025-01-08T09:16:09Z
1003531,control,2025-01-07T20:37:21Z
1008789,treatment,2025-01-06T11:07:29Z
1008682,treatment,2025-01-08T08:55:35Z
1003948,control,2025-01-07T10:40:09Z
1006575,treatment,2025-01-08T06:49:57Z
1008496,treatment,2025-01-08T16:05:38Z
1006732,treatment,2025-01-08T14:45:22Z
1000284,control,2025-01-07T11:10:27Z
1002661,control,2025-01-06T04:45:37Z
1009707,treatment,2025-01-06T03:49:47Z
1007936,treatment,2025-01-08T04:58:04Z
1006471,treatment,2025-01-06T22:59:48Z
1006901,treatment,2025-01-06T10:54:57Z
1001459,control,2025-01-06T13:45:34Z
1009393,treatment,2025-01-07T12:49:03Z
1006093,treatment,2025-01-07T17:37:32Z
1005808,treatment,2025-01-08T16:39:07Z
1006087,treatment,2025-01-06T11:33:36Z
1000049,control,2025-01-07T02:16:04Z
1008583,treatment,2025-01-07T20:23:08Z
